codeCPV,count
80411200-0,4
45112210-0,4
44521100,4
42415110,4
45214500-5,4
42350000-4,4
44114000,4
34970000-7,4
51510000,4
33141800-8,4
74233600-7,4
72810000,4
35300000,4
23000000-7,4
66515411-7,4
72240000,4
30231000-7,4
34631000-9,4
79934000,4
16000000,4
50532200-5,4
18410000,4
98342000,4
30192170-3,4
39514300-1,4
63520000-0,4
50333200,4
42417200-4,4
15820000,4
24450000-3,4
48627000-9,4
70120000,4
45215143-1,4
45212150,4
90410000,4
15235000-4,4
79315000-5,4
60444100-3,4
32223000,4
34928530-2,4
42513200-7,4
43315000,4
71314310-8,4
44113910,4
45112712,4
72320000,4
33152000-0,4
33169100-3,4
03117200,4
42160000,4
45234220,4
19520000,4
34931000,4
44212261-6,4
34431000,4
15871200-6,4
90513700,4
45332300-6,4
35123400-6,4
45451100-4,4
72227000,4
42416000,4
42415310,4
42992000-6,4
30193700-5,4
31230000,4
50514000-1,4
71631460,4
44423200-3,4
32300000,4
15551000,4
34432000-4,4
15221000-3,4
50229000-6,4
44113810,4
55200000,4
45213320,4
79930000-2,4
38554000,4
90111200-0,4
71355100,4
60114000-0,4
79212110-7,4
33696200,4
33122000-1,4
98392000,4
72514100,4
34999400-0,4
44164200-9,4
44221300-8,4
50600000,4
24452000-7,4
51340000-7,4
31711140-6,4
45262521,4
15910000,4
85150000-5,4
48219000,4
29331110-2,4
15131700-2,4
70310000,4
71351600,4
15871260-4,4
34928000-8,4
31518600-6,4
72212420,4
48610000-7,4
09122200-2,4
20006297-1,4
50342000-4,4
45214610,4
24400000-8,4
60640000,4
55250000-7,4
42923000,4
42415100,4
24911200,4
77900000-9,4
45223700,4
37820000,4
72230000-6,4
79700000,4
71328000-3,4
71223000-3,4
45233130,4
90733000,4
31141000-6,4
71351910-5,4
45213300,4
72212517-6,4
45243000-2,4
45232220,4
38931000-0,4
79211110-0,4
72212445-0,4
33751000,4
24954100-7,4
42700000,4
44113700-2,4
50531300-9,4
44114250,4
33793000-5,4
24958200-6,4
42414110-5,4
03419000-0,4
48442000-8,4
09211100,4
44113330-7,4
72253200-5,4
43220000-1,4
77231400,4
31515000-9,4
42990000,4
50341200,4
45233270-2,4
74750000-1,4
09323000,4
42995100-8,4
14810000-2,4
66331220-7,4
19212300-8,4
80521000-2,4
85100000,4
39831000-6,4
24511310-5,4
45213400-7,4
42924740-8,4
30192400,4
14300000,4
38425000-0,4
38221000,4
45421111-5,4
03441000,4
98371111-5,4
63110000,4
92370000,4
79211100-7,4
28811400-4,4
31224400-6,4
90715000,4
80310000,4
42120000-6,4
44421300-0,4
34996300,4
28211600-0,4
30197620-8,4
60444100,4
39143112,4
33670000-7,4
37416000,4
65510000-8,4
37800000-6,4
71700000-0,4
77300000,4
24960000-1,4
90911200-0,4
45312311,4
71400000-1,4
35220000-2,4
39143100-7,4
44163160,4
72212520,4
39713430-6,4
37535000-7,4
51000000,4
33192160-1,4
66518200,4
37316000-6,4
70000000,4
85142300-9,4
98371000,4
43251000,4
45212120-3,4
39711000-9,4
33123000-8,4
50200000,4
45241000,4
48814000-7,4
22212100,4
30162000,4
42933000,4
29852000-6,4
35125000-6,4
90521400-9,4
31682230-1,4
79822200-4,4
25222100-4,4
45233210-4,4
77342000,4
23121000-1,4
03211000-3,4
33141117,4
50244000-7,4
72222100-8,4
42416300-8,4
71351811-1,4
98311000,4
15331100-8,4
44112230-9,4
30234500-3,4
15332200-6,4
71314200,4
19420000-6,4
44230000,4
50114100-8,4
39525200-0,4
90524300,4
39522110-1,4
44233000-2,4
33252110-5,4
44113120-2,4
42959000,4
79112000-2,4
31440000,4
33196200-2,4
79716000-6,4
38432300-5,4
28112233-2,4
79418000,4
34113300-5,4
22315000,4
37411120-9,4
74222000-1,4
74142000-6,4
71350000,4
66338300-1,4
44113600-1,4
32223000-2,4
92312100,4
45421160-3,4
33696000,4
71351000,4
48810000,4
50190000,4
18230000-0,4
44920000-5,4
39831240-0,4
09121200,4
16710000-5,4
45211000-2,4
45223800,4
70300000-4,4
34926000,4
31712341-2,4
85110000-3,4
37412260-9,4
71321000,4
03222111-4,4
42415000-8,3
45262900-0,3
66339400-9,3
44114200,3
45262520-2,3
15612000-1,3
33151400,3
18811000-7,3
18900000-8,3
48782000-3,3
45261214,3
50340000,3
44521110-2,3
38550000-5,3
60210000-3,3
44470000,3
39152000-2,3
45231223,3
44115710-9,3
72212445,3
14400000-5,3
48821000-9,3
34421000-7,3
31531000,3
42924740,3
03311210-7,3
33184200,3
18512200,3
39112000,3
60112200-8,3
44163130,3
35811100-3,3
32543000-1,3
32442000-3,3
42933100-6,3
44167000,3
44111200,3
32421000,3
45232210-7,3
15210000,3
45223600-2,3
15897000-2,3
48820000,3
45247230,3
71632000-7,3
66515100,3
75251100,3
79995100,3
34223330-8,3
90712500-6,3
44614100,3
55900000-9,3
15840000-8,3
15330000,3
72212960-6,3
45223821-7,3
33690000,3
60112000-0,3
18444110-7,3
70121000-5,3
45111240-2,3
44164100-8,3
90731400-4,3
42522000-1,3
32344000,3
74252000-2,3
09211100-2,3
66600000,3
45112713-6,3
43260000-3,3
44221230-6,3
38433100,3
44211110-6,3
50313100,3
38434500-1,3
45236300-3,3
45236114-2,3
45252122-9,3
32441000-6,3
71315100,3
33741300-9,3
72710000,3
33184000-3,3
34352200-1,3
25247000-4,3
42632000-5,3
31642000,3
90480000-2,3
51900000-1,3
22500000-5,3
32581000-9,3
80531000-5,3
32235000-9,3
80522000,3
45231221-0,3
60150000-4,3
70331100-1,3
64111000,3
45421153-1,3
31700000,3
45331221-1,3
79551000,3
34600000-3,3
45233144-0,3
51210000,3
50240000-9,3
45252125,3
98351100-9,3
45262680-1,3
36950000-5,3
35200000,3
44113910-7,3
28811500-5,3
39171000-1,3
64220000-4,3
66300000-3,3
50116000-1,3
15333000,3
34928220,3
45232470,3
48214000-1,3
39515400,3
37441300-4,3
45221117-5,3
60651100,3
16310000,3
34114122-0,3
31682100-1,3
32351300-1,3
66514150,3
42417000-2,3
72222000,3
11111112-2,3
22459100-3,3
40420000-2,3
45312300,3
34411000,3
31711000,3
92312230,3
39224340,3
44600000-6,3
15982000,3
42716100-9,3
09320000-8,3
72710000-0,3
38600000-1,3
72314000,3
33000000,3
90640000,3
34520000,3
45315200,3
72212180-4,3
64122000-7,3
45262600,3
22610000-9,3
65000000,3
18113000-4,3
18220000,3
35111520-6,3
37314000-2,3
44423000,3
50117100-9,3
37441300,3
24430000-7,3
34422000-7,3
15400000-2,3
48210000-3,3
64216000-3,3
24311900,3
45221200,3
28211400-8,3
44113700,3
44141000,3
44113130-5,3
34999400,3
90430000-0,3
45343220-1,3
36100000-2,3
31681400-7,3
32340000-8,3
42341000-8,3
93000000-8,3
25122310-8,3
90660000-1,3
29813200-3,3
90731800,3
50830000,3
44114100,3
48440000,3
45234170,3
37411140-5,3
71321300,3
77211600,3
42113120,3
37481000,3
90732400,3
90722000,3
18200000-1,3
15111200,3
50112120,3
72313000-2,3
45232200,3
32300000-6,3
44115310-5,3
50531200,3
33192400-6,3
76211100-6,3
38431200,3
32351000,3
45442190-5,3
79212110,3
50300000-8,3
15700000-5,3
39221200-9,3
90715100-3,3
19231000,3
77211100,3
80562000,3
15861000-1,3
34928480-0,3
42122130-0,3
63712700-0,3
45233262,3
48510000-6,3
44613110-4,3
92111000,3
34923000,3
50312410,3
09134210,3
45215000,3
44164000-7,3
50113000,3
66512220-0,3
92200000,3
45121000-1,3
31625300-6,3
33710000-0,3
90917000-8,3
72212610,3
48421000,3
30249410-3,3
34924000,3
31212000-5,3
35260000,3
79963000-2,3
45112200-7,3
42511100-2,3
71731000-1,3
29715200-6,3
92200000-3,3
25111000-2,3
85142300,3
32330000,3
45262370,3
31523000-8,3
51511000-7,3
34121000,3
72212210-4,3
33156000-8,3
30231200,3
72100000-6,3
45122000,3
70120000-8,3
72130000,3
45236100,3
37412260,3
79613000-4,3
79550000,3
45111212,3
30131200,3
39514000-8,3
35810000-5,3
73300000,3
71610000,3
50246200-3,3
15941000-6,3
72416000,3
48420000-8,3
18130000,3
33711000-7,3
33652000-5,3
34522150-8,3
45233110-3,3
32584000,3
44921300-5,3
24951100,3
33132000-4,3
79112100,3
45212223-5,3
51611100-9,3
35261100-2,3
09332000,3
37000000,3
66100000-1,3
79999100-4,3
73111000-3,3
75125000,3
18333000-2,3
33610000-9,3
48300000,3
24311411-1,3
09110000-3,3
63111000-0,3
72242000,3
34962230-9,3
72212517,3
02510000-2,3
39113100,3
22820000,3
90711100-5,3
30231300,3
03414000-5,3
72800000-8,3
71351220,3
44500000,3
50314000-9,3
93411100-3,3
45233280,3
45112721-5,3
44423450,3
72514300,3
34940000,3
98341000-5,3
33141500-5,3
45421147,3
34138000,3
34133100-9,3
15860000,3
44112000,3
48221000-3,3
72422000,3
38433000,3
35113000,3
31527000,3
45343230-4,3
48223000-7,3
39315000-3,3
71313000-0,3
48813200-2,3
38430000,3
38650000-6,3
09210000,3
15112310-2,3
45213210-8,3
80580000-3,3
38552000-9,3
25234000-0,3
90731800-8,3
42611000-2,3
42414310,3
72212420-9,3
14212200,3
42131146-1,3
67261100-5,3
33622000-6,3
18937100,3
03461000-9,3
45261200,3
34930000,3
14000000-1,3
72232000-0,3
42214100,3
51511000,3
44212313-6,3
67211000-9,3
22210000,3
71323000-8,3
22457000-8,3
38543000-3,3
48190000,3
72212520-0,3
71421000-5,3
45213310-9,3
34139000,3
37524100,3
79221000-9,3
15311000-1,3
74225000-2,3
42141600,3
34522000,3
45317300,3
92331000,3
45317400,3
75252000-7,3
51100000-3,3
45234200,3
45248000-7,3
74313000-6,3
34515000-0,3
48329000-0,3
44921300,3
80200000-6,3
39200000,3
03321200-7,3
45214630,3
39141500,3
32360000-4,3
18512000-1,3
43500000-8,3
50333000,3
38120000,3
71270000-2,3
45211310-5,3
90711400-8,3
31681200-5,3
64000000,3
44618500-0,3
34152000-7,3
15331480-5,3
48620000-0,3
44424100,3
48451000,3
75121000,3
14212410-7,3
51500000-7,3
48220000-6,3
31110000,3
42123000,3
39230000,3
33131100-8,3
30221000-4,3
42913000,3
65100000,3
42700000-3,3
35311400-1,3
42716110,3
24112100-3,3
09134220-9,3
39520000,3
34928472,3
67212000-6,3
43325100,3
85311200,3
42912000-2,3
22121000-4,3
70332200-9,3
33651610-7,3
32540000-0,3
37322300-4,3
42511000-1,3
79992000,3
28527400-6,3
37532000-6,3
45421147-6,3
45212172-2,3
98371120-1,3
35125100,3
15881000-7,3
51121000-6,3
34000000,3
14622000,3
45212340-1,3
98311100,3
35330000-6,3
32250000,3
79610000,3
38510000-3,3
72212326,3
31120000-3,3
33252400-5,3
90122000-8,3
72212218,3
45112410,3
98133110-8,3
50340000-0,3
42415200,3
15813000-0,3
15211000-0,3
63121100,3
24957200-9,3
48781000-6,3
51210000-7,3
79551000-1,3
30121000-3,3
35113100,3
14700000,3
66511000,3
22210000-5,3
15551300,3
31720000,3
45236210-5,3
48211000-0,3
33711400-1,3
45248000,3
64112000-4,3
45261320,3
39143110-0,3
39293300,3
92340000-6,3
72312000,3
50210000-0,3
42113120-1,3
45233262-3,3
22000000,3
30213200,3
45442200-9,3
24613200,3
34972000-1,3
34923000-3,3
14820000,3
44212000-9,3
15331480,3
45259300-0,3
71244000,3
42414410-8,3
51800000-0,3
45213312-3,3
42641000-1,3
15112140-9,3
45223500,3
42131160,3
74276200-6,3
50413100-4,3
50117100,3
79610000-3,3
34136000-9,3
34144800,3
15893000-4,3
38950000,3
50334000-5,3
42416500-0,3
33741100-7,3
45223200,3
35721000,3
18141000,3
03222333-6,3
79132100,3
38290000-4,3
90315300-1,3
24313220-9,3
63513000-8,3
33128000-3,3
22400000-4,3
50300000,3
48430000-1,3
32441000,3
48811000-6,3
45248400,3
48781000,3
15312200-0,3
42513200,3
31110000-0,3
71313450,3
44613000-0,3
35710000-4,3
79212200,3
75251100-1,3
66337100-2,3
90712000,3
79993100,3
33680000,3
33162000-3,3
98351110,3
45215110,3
71351924,3
44113000,3
34137000-6,3
79571000-7,3
79430000-7,3
79990000,3
30199750,3
51300000,3
72322000,3
50411000,3
66336000-4,3
90711300,3
51220000-0,3
14511000-6,3
63110000-3,3
15131100-6,3
51220000,3
30123200-9,3
33111620-3,3
85322000-2,3
34121200,3
42320000-5,3
44212250-6,2
44170000,2
44618500,2
18936000-9,2
35112000,2
48921000,2
18410000-6,2
71351610,2
67151000-0,2
92312240,2
32412120-1,2
50115000-4,2
72224100-2,2
38432300,2
90915000-4,2
71631480,2
15131210-0,2
75314000-0,2
42968000,2
03222000,2
50246000,2
44112210,2
30231200-9,2
42200000-8,2
15131620-7,2
51000000-9,2
33651630-3,2
42131300-9,2
42122180-5,2
71351800,2
50111110-0,2
72212170,2
32551400-4,2
72212730-5,2
66170000,2
79993000,2
77311000,2
30121100-1,2
44614100-8,2
35810000,2
45212310,2
92340000,2
03114000-3,2
85111810-1,2
71351700-0,2
44212300-2,2
32520000-4,2
73110000,2
44482000-2,2
85149000-5,2
30122000-0,2
33181100-3,2
60117000-1,2
09111300-3,2
15712000-2,2
44613600,2
42636100,2
55220000-8,2
42968200,2
36633000-7,2
48213000,2
30220000-7,2
50224000,2
34312000,2
32352100-6,2
72410000-7,2
90913100,2
44613300-3,2
31321300-5,2
15700000,2
30232140-7,2
36312000-1,2
45233141-1,2
37412270-2,2
50111100,2
66514120,2
44512000,2
39143121,2
29851330-1,2
50317000-0,2
31681000-3,2
50740000,2
43210000,2
42996500,2
34111100-9,2
44165100-5,2
64200000-0,2
38412000-6,2
45432112-2,2
02100000-5,2
03432000-7,2
77210000,2
45212000-0,2
39293400-6,2
51120000-9,2
24111600-1,2
71351710-3,2
66100000,2
38432200-4,2
36671000-5,2
98393000-4,2
34223300,2
34992300,2
03440000-6,2
14213100-8,2
71321200,2
90917000,2
15872000-1,2
45112300,2
09122000,2
34928410-5,2
32324400,2
15812000,2
33124130-5,2
34941300-8,2
15550000-0,2
34514700-0,2
35111320,2
45233125,2
35113490-0,2
90492000,2
42417100-3,2
42514000-2,2
39263100-4,2
71351220-1,2
72212440,2
34324000,2
45112420,2
45235320-2,2
39224100-9,2
24951220-3,2
45233123,2
33191110-9,2
34223100-7,2
03140000-4,2
39180000,2
60160000-7,2
44212383-7,2
39711360,2
15896000-0,2
48219100-7,2
50432000,2
30123000,2
38652100,2
79311300,2
15240000-2,2
03325100-4,2
80300000-7,2
38540000,2
45262670-8,2
18815000-5,2
34946000-0,2
48445000,2
60183000-4,2
45251240-5,2
42950000-0,2
45314300-0,2
38527200-7,2
24951230-6,2
72227000-2,2
31523000,2
31158000-8,2
09122110-4,2
39550000,2
42413500,2
44113900,2
15331420-7,2
71354000-4,2
30197640,2
28810000-3,2
92332000,2
90913100-1,2
32418000-6,2
28813700-1,2
45248300-0,2
79342410,2
44191100,2
45233120-0,2
35710000,2
32200000,2
66600000-6,2
45111291-0,2
37423300-2,2
65110000,2
38295000-9,2
71322500-6,2
45212290-0,2
90513800-0,2
44614300-0,2
31730000,2
31211100-9,2
29221610-3,2
39192000-4,2
34961000-0,2
90715110-6,2
33192210-7,2
18820000,2
39717200-3,2
18131000-6,2
90513100,2
71328000,2
79931000-9,2
48311100-2,2
33693000-4,2
98311200-8,2
24900000-3,2
42124000-4,2
22460000-0,2
78000000-7,2
15851210-3,2
66511000-5,2
51540000,2
72212311-2,2
33127000,2
24496300-0,2
24327000-2,2
42997300-4,2
28417000-8,2
22459000,2
44540000-7,2
28582000-5,2
30199760,2
42141600-5,2
98330000-5,2
98341100,2
79620000-0,2
30232110,2
01000000-7,2
50118100-6,2
31625300,2
33157400-9,2
66515411,2
45421120-1,2
32341000,2
74121210-8,2
37453000,2
50332000,2
90920000,2
45262610-0,2
45215140-0,2
90915000,2
50334120-2,2
32354100,2
79330000-6,2
22212100-0,2
73200000,2
76431000-3,2
39135100-8,2
24959100-2,2
92140000,2
20161000-2,2
34114120-6,2
34223370-0,2
27212100-5,2
44617200-0,2
64212600,2
24311522-2,2
45261320-3,2
45262213-7,2
79311210,2
44482100-3,2
33692200-9,2
39713100,2
44911100-0,2
76340000-8,2
31300000,2
34928310,2
70122000-0,2
42122400-4,2
77400000-4,2
39513000-1,2
31710000,2
72321000-1,2
34410000,2
44172000,2
85312000-9,2
34927000,2
37320000-7,2
03221120-3,2
30125100,2
34139200-2,2
77900000,2
29411000-3,2
48210000,2
39224330-0,2
30237380,2
30132000,2
33160000-9,2
42500000-1,2
42513000-5,2
45233224,2
63514000,2
39173000,2
45247000,2
30192121-5,2
39152000,2
30197000,2
48422000,2
43312400-7,2
34328100,2
44167100-9,2
36121000-5,2
37480000-6,2
72313000,2
90740000-6,2
28824710-4,2
45259200-9,2
33141641-5,2
34913200,2
92312110,2
43312200-5,2
44111300,2
42642000-8,2
28812220-5,2
44421710-7,2
03418100-4,2
31213400-6,2
37412220-7,2
72212223-8,2
15321600-0,2
09211600,2
25231000-9,2
50532200,2
32510000,2
79996100-3,2
45233127,2
64227000-3,2
45421144-5,2
33193000-9,2
45221000,2
79920000-9,2
31521200-6,2
18823000-4,2
79570000,2
74130000-9,2
39712300,2
45214300-3,2
28527420-2,2
34150000-3,2
42995100,2
30237200,2
79131000,2
45235310-9,2
42962200,2
24327400-6,2
34420000-7,2
31321200-4,2
79416100,2
34731000,2
85312200-1,2
30124500-9,2
15850000,2
90712300-4,2
15131410-2,2
19240000-0,2
38651000-3,2
71356200-1,2
24959100,2
92512100-4,2
44212381-3,2
92510000,2
28815220-6,2
39516000,2
75112100,2
90721700-4,2
33770000,2
45236000-0,2
39313000-9,2
35331000-3,2
74744000-6,2
33711510-5,2
31351000-1,2
44233000,2
33141700,2
90122100-9,2
25243320-5,2
42999000-5,2
22459100,2
03131100-9,2
44212221-4,2
37412242,2
42996000-4,2
22400000,2
63514000-5,2
03221240-0,2
45210000-1,2
92112000-9,2
24321000,2
39831700-3,2
42510000,2
48110000,2
42514300,2
30231320-6,2
34928110,2
44111500-6,2
39812500-2,2
41162500-8,2
45234120-3,2
37452210-6,2
50324000-2,2
66131000,2
48325000-2,2
45217000-1,2
32344210-1,2
33182400-3,2
14711100-9,2
45234122,2
38112100,2
32230000-4,2
48783000-0,2
42110000-3,2
44619400-6,2
48813200,2
66152000-0,2
48611000,2
51340000,2
60180000,2
44313800-8,2
39540000,2
39236000-5,2
44115220,2
77231500,2
45316210,2
32552130-7,2
51620000-4,2
39134000-0,2
45234160-5,2
66120000-7,2
42960000-3,2
28121200-8,2
29122000-0,2
44212120-6,2
03200000,2
42632000,2
45315200-0,2
15555000,2
33113000-5,2
30195600,2
44210000,2
25223000-0,2
80413000,2
72212330-1,2
71311220-9,2
15243000-3,2
42132000-3,2
71310000-1,2
92533000-6,2
45262421-8,2
79931000,2
23122100-9,2
30237450-8,2
15221000,2
30233300,2
98350000-1,2
39131100,2
22852000-7,2
48760000,2
03312000-9,2
72110000,2
30190000-0,2
24311000-7,2
33193000,2
44115700,2
74141700-6,2
98500000,2
45247111,2
39137000-1,2
85111810,2
66515300,2
37452100-2,2
42500000,2
18221300,2
32321100-0,2
39153000-9,2
34151000-0,2
98362000-8,2
22993000-7,2
42123500-2,2
14213300,2
70121100,2
45214800,2
39714110-4,2
03221112-4,2
74231400-1,2
42662000-4,2
44511000,2
31532000-4,2
45442300,2
63121000-3,2
14320000-0,2
36131000-8,2
30237240,2
45112330-7,2
35720000-7,2
31644000,2
42992000,2
30231310-3,2
32418000,2
37522000-3,2
45215143,2
45314310,2
32552100-8,2
63121000,2
44617100-9,2
72212983-3,2
15840000,2
71311100,2
71248000-8,2
50334140-8,2
44163200,2
45213300-6,2
85121252-4,2
90481000,2
72412000-1,2
90521100-6,2
72212481,2
71311220-0,2
75000000-6,2
34114200,2
18937000,2
31320000-5,2
64214400-3,2
45112360,2
24313320-0,2
02520000-5,2
39113000,2
31711110-7,2
92341000-3,2
32412000,2
44211110,2
35000000,2
79311400-1,2
25223300-3,2
34912100-4,2
18931100-5,2
03121200,2
90711500,2
14211000,2
39513100-2,2
19510000-4,2
50732100-6,2
34114210-4,2
34521000-5,2
92111220,2
15555200-5,2
44613800-1,2
30237131-6,2
42414210-6,2
40310000-8,2
38652120,2
09321000-5,2
44111200-3,2
45232150-0,2
95000000-2,2
15544000-3,2
31224100,2
30191200-6,2
15411110-6,2
98371100-5,2
31680000-0,2
15961000-2,2
44531700-8,2
45232450-1,2
45212190,2
30125000-1,2
79715000-9,2
34122000-8,2
73431000,2
34932000-9,2
45243500,2
15893200-6,2
85312320,2
45315400,2
77231800-6,2
48481000-3,2
92522000,2
30231320,2
85321000,2
35121000,2
18424000,2
32522000,2
79211200,2
30197640-4,2
48100000-9,2
79961300-1,2
34928000,2
44212221,2
39111000,2
48443000,2
44112310,2
79634000,2
43310000,2
30236200-4,2
15842000,2
45000000-0,2
22314000-4,2
19330000-8,2
24312220-2,2
44512600,2
42123400,2
34992000,2
72265000-0,2
22460000,2
22990000,2
35262000,2
92225100-7,2
79714100,2
44221220-3,2
39812200-9,2
15555100-4,2
66140000-3,2
37316200-8,2
37800000,2
98200000-5,2
79631000,2
36930000-9,2
44212000,2
63726400,2
85121100,2
45234111,2
09112200-9,2
34928320,2
44612100-4,2
44113200,2
66516100,2
44115500-4,2
72253200,2
42122300,2
37452000-1,2
44212227-6,2
72212331-8,2
33190000,2
98133100,2
50850000-8,2
98111000-4,2
33970000-0,2
65210000,2
15220000,2
45331221,2
51410000,2
45200000-0,2
44423100-2,2
42642100-9,2
90924000,2
31213000-2,2
98334000,2
24958200,2
15842000-2,2
76440000-9,2
34144450-7,2
50117300-1,2
44621200,2
44514200,2
43312000-3,2
44619000-2,2
80100000,2
45421110,2
22851000,2
30216120-3,2
34965000-9,2
30191100-5,2
64116000-2,2
30161000-5,2
38432210,2
79995200-7,2
50433000-9,2
50112120-0,2
50331000-4,2
45233200-0,2
44400000-4,2
45432120,2
45262610,2
34144212,2
33127000-6,2
66130000,2
39811200-2,2
64216200-5,2
45213251,2
32333000-6,2
33195000-3,2
42300000,2
66519500-6,2
64214200-1,2
90732200,2
33712000-4,2
45331211,2
74231520-8,2
39140000-5,2
98363000,2
45233251-3,2
30215000-9,2
45223100,2
24500000-9,2
32425000,2
71354000,2
42933300,2
15332290-3,2
24951110-9,2
44221111,2
15897200,2
72225000,2
66510000-0,2
22120000,2
31524100-6,2
71731000,2
39713200,2
79621000-3,2
45212360,2
50882000-1,2
30131200-8,2
70123000-9,2
29852200-8,2
39299000,2
93100000-9,2
79342311,2
50334400-9,2
85311300,2
45421144,2
44482000,2
31216100-4,2
33763000-6,2
90713100,2
85312000,2
38434500,2
51510000-0,2
50112200,2
38434560,2
37535280,2
18444200-5,2
33194220-4,2
50220000,2
22114100-3,2
44221000,2
51112000-0,2
34941000-5,2
37411220,2
32570000,2
45332300,2
90642000-9,2
45200000-1,2
30192112-9,2
50860000,2
37451000,2
42122110-4,2
18800000,2
50312610,2
66517300,2
33124000-5,2
33111000-1,2
45442300-0,2
42512200-0,2
79921000,2
09134232-2,2
37415000-0,2
45213250,2
42122430,2
33115100,2
90711400,2
33141623-3,2
37823500-8,2
50323100-6,2
34928120-5,2
45262300,2
74312100-0,2
24450000,2
42414100-2,2
42418900-8,2
34500000,2
01121200-3,2
45255120-6,2
85121100-4,2
33696400-9,2
70332100,2
45245000-6,2
30000000,2
15861100-2,2
98333000,2
45252210-3,2
29844000-7,2
34150000,2
31172000,2
74111000-0,2
64216100,2
15830000-5,2
72211000-7,2
22114310-8,2
80340000-9,2
15229000-9,2
33194100-7,2
15115000,2
66331200-1,2
03222321-9,2
14212310,2
35110000,2
44112220-6,2
22211100-3,2
32415000-5,2
34929000,2
45262511,2
33191110,2
31530000-0,2
30144200-2,2
45236119-0,2
71325000,2
64121200,2
34992100-8,2
79957000-7,2
79994000,2
03222118-3,2
42900000-5,2
71356400,2
32236000-6,2
37442300-8,2
45232424-0,2
72212311,2
00045000-0,2
45233270,2
22114400-6,2
77211000-2,2
31523100-9,2
78190000-5,2
03212000-0,2
15300000-0,2
51430000-5,2
45234130-6,2
39831500-1,2
71335000-1,2
37442000,2
39833000-0,2
45350000,2
15891600-6,2
66331100-0,2
29231200-9,2
22450000-9,2
48983000-2,2
79952000-0,2
16820000-9,2
43500000,2
38653400,2
30133100-1,2
44523200-4,2
09133000-0,2
09222000,2
85000000,2
39141400,2
34321200-5,2
33900000-9,2
39512100-5,2
45262350,2
71400000-0,2
44167300-1,2
38900000,2
33182220,2
45350000-5,2
34352000,2
31527000-6,2
37311000-1,2
22980000-3,2
75111100-8,2
32344100-7,2
90733400-8,2
74231130-7,2
98394000,1
24311120-4,1
31122000-7,1
42417200,1
24312120-1,1
45244000-0,1
31518600,1
32442000,1
42962500,1
77221003-3,1
34312500,1
51330000-4,1
34941800,1
34144213,1
34953000,1
37440000-4,1
37462000-4,1
18440000,1
79221000,1
38437000-7,1
50334400,1
75330000-8,1
29131144-7,1
29541611-9,1
45246200-1,1
42122220,1
51240000,1
51543300-3,1
33698100,1
79821000,1
71321000-4,1
30231310,1
44163240-4,1
34913200-2,1
39295200-8,1
70122210,1
72510000,1
44614310,1
60440000-4,1
15842210-7,1
72212110,1
80420000-4,1
31524210-0,1
90480000-0,1
39221130,1
15981000,1
90111100-9,1
71351923,1
45231210-0,1
39254000,1
38951000-6,1
42931100-2,1
03117000-4,1
33141123,1
46213000,1
66334200-2,1
74313200-8,1
38421110,1
44421500,1
50511100-1,1
45216128-7,1
39541100-7,1
42414200,1
50220000-3,1
44212225,1
72212490-0,1
44830000-7,1
24911000-3,1
15331500-2,1
39522510-5,1
45223400-0,1
03320000-8,1
80110000-8,1
50334000,1
11111111-1,1
37421000-5,1
44621100-0,1
33192400,1
43130000-3,1
44162100,1
30213500-0,1
35330000,1
33632000-9,1
15821000-9,1
15831600,1
44212260-9,1
33631000-2,1
33696600-1,1
15331137-6,1
19522100-2,1
45254110-6,1
45112441-8,1
50312210-0,1
37524300,1
34951200-0,1
44522200-7,1
39112000-0,1
24111600,1
45442180,1
24613000-4,1
34113300,1
36153100-9,1
92111300-5,1
64121000,1
38910000-7,1
66512220,1
30232000,1
39714000-0,1
45255000-9,1
15112100-6,1
37311200,1
85142400-0,1
20199730-2,1
28814000-1,1
34928230,1
42921330,1
45251220,1
74760000-4,1
74260000-9,1
22991000,1
66515300-6,1
30237132-3,1
21700973-1,1
15552000-2,1
03325000,1
24954200-8,1
38434510,1
50411300,1
42132300,1
36400000-5,1
15870000,1
45216124-9,1
45233320,1
31710000-6,1
34522100-3,1
14300000-4,1
37523000,1
76340000,1
34711500-9,1
31623000-9,1
30238000,1
30232100,1
43211000-5,1
22817000-0,1
31210000,1
80620000-6,1
24111000,1
50118400,1
90711100,1
42113310-0,1
33194120-3,1
73000000,1
18221300-7,1
33120000,1
42636000-3,1
34223400,1
34144440,1
32412120,1
34144910,1
30237475,1
34223100-0,1
33790000,1
28111000-3,1
03221320-5,1
33954000,1
39360000-3,1
60112000-9,1
30192150-7,1
34941300,1
90100000-8,1
38291000,1
29372000-7,1
31730000-2,1
03112000-9,1
42111000,1
50112100,1
44333000,1
09331100-9,1
48482000-0,1
38341200-9,1
22300000-3,1
42637100-1,1
74740000-8,1
45000000-8,1
72212911-8,1
42419510-4,1
74861000-2,1
33112310,1
03451100,1
71353200,1
98513100,1
71315300,1
03414000-0,1
60410000-5,1
45316211-7,1
72222200,1
98350000,1
42415300-1,1
42716120-5,1
03131200-0,1
42418500-4,1
92210000,1
34913100-1,1
60441000-1,1
03115000-0,1
29123000-7,1
45331000-0,1
30237400-3,1
65122000-0,1
33120000-7,1
45213110-7,1
66151000-3,1
09112000-7,1
39296100,1
48314000-2,1
42913500-4,1
39522000,1
45400000-0,1
